externalKey,tier_short,tier_label,basis,saipe_numeric,saipe_percent,locale_code
NM|san-jon,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
UT|san-juan-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|san-saba-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AZ|san-simon-unified-district-4172,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|san-vicente-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SD|sanborn-central-school-district-55-5,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|sand-springs-elem,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|sanders,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AZ|sanders-unified-district-4156,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,35.0,35.0%,43
NE|sandhills-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|sands-cisd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MI|sandusky-community-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|sandy-creek-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|sanford-school-district-no-6-in-the-county-of-conejos-and,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|sangre-de-cristo-school-district-no-re-22j,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MI|sanilac-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NM|santa-rosa,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|santo-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ND|sargent-central-6,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|sargent-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|sargent-school-district-no-re-33j,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OK|sasakwa,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|satanta,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IL|saunemin-ccsd-438,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|savage-elem,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|savage-h-s,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OK|sayre,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,37.9,37.9%,43
SC|sc-governor-s-school-for-agriculture-at-john-de-la-howe-scho,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NY|schenevus-central-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|schleicher-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|school-district-no-r-4-in-the-county-of-kit-carson-and-stat,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|school-district-no-re-11-in-the-county-of-weld-and-state-of,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|school-district-no-re-12-in-the-county-of-weld-and-state-of,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|school-district-no-re-3-frenchman,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|school-district-no-re-5-plateau,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|school-district-no-re-50-wiggins,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|schulenburg-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|schuyler-co-r-i,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|scobey-k-12-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|scotland-co-r-i,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SD|scotland-school-district-04-3,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|scott-county,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TN|scott-county,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MS|scott-county-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|scott-valley-unified,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IL|scott-morgan-cusd-2,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ND|scranton-33,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
GA|screven-county,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,32.3,32.3%,43
NE|scribner-snyder-community-schs,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|seagraves-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AR|searcy-county-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MN|sebeka-public-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ME|seboeis-plt-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ME|sedgwick-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|seeley-lake-elem,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|seiad-elementary,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OK|seiling,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SD|selby-area-school-district-62-5,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ND|selfridge-8,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AZ|seligman-unified-district-4472,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,48.8,48.8%,43
WA|selkirk-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
GA|seminole-county,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,32.8,32.8%,43
OK|seminole-county-ilc,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WI|seneca-area-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
PA|seneca-highlands-career-and-technical-center,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
PA|seneca-highlands-iu-9,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OK|sentinel,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AZ|sentinel-elementary-district-4250,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IA|seymour-comm-school-district,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,33.8,33.8%,43
TX|seymour-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|shaffer-union-elementary,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|shamrock-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OK|shattuck,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|shelby-rising-city-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|shelby-co-r-iv,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|shelby-elem,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|shelby-h-s,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|sheldon-r-viii,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WI|shell-lake-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|sheridan,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WY|sheridan-county-school-district-1,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WY|sheridan-county-school-district-3,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|sheridan-elem,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|sheridan-h-s,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|sheridan-daniels-coop,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OR|sherman-county-sd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|sherwood-cass-r-viii,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|shickley-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OK|shidler,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|shields-valley-elem,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IL|shiloh-cusd-1,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ME|shirley-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AR|shirley-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IN|shoals-community-school-corp,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AZ|shonto-governing-board-of-education-inc-6353,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IA|sibley-ocheyedan-comm-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IA|sidney-comm-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|sidney-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|sierra-blanca-isd,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,40.0,40.0%,43
CO|sierra-grande-school-district-no-r-30,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,34.9,34.9%,43
MI|sigel-township-s-d-3f,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MI|sigel-township-s-d-4f,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IA|sigourney-comm-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|silver-fork-elementary,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|silver-lake-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|silverton-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|silverton-school-district-no-1-in-the-county-of-san-juan,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|simms-h-s,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IA|sioux-central-comm-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|sioux-county-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WI|siren-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SD|sisseton-school-district-54-2,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|sivells-bend-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AK|skagway-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WA|skykomish-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|skyline-r-ii,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MN|sleepy-eye-public-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AR|sloan-hendrix-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SD|smee-school-district-15-3,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,54.7,54.7%,43
PA|smethport-area-sd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|smith-center,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TN|smith-county,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MS|smith-county-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OK|smithville,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,32.2,32.2%,43
KS|smoky-valley,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ID|soda-springs-joint-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ND|solen-3,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,35.8,35.8%,43
TX|sonora-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MN|sourcewell,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|south-barber,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WA|south-bend-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|south-brown-county,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IN|south-central-area-special-ed,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IA|south-central-calhoun-comm-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SD|south-central-cooperative,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IL|south-central-cud-401,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ND|south-central-prairie-special-ed-unit,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SD|south-central-school-district-26-5,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|south-conejos-school-district-no-re10,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MS|south-delta-school-district,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,50.7,50.7%,43
IL|south-eastern-sp-ed-program,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|south-fork-union,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OR|south-harney-sd-33,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,31.2,31.2%,43
MO|south-harrison-co-r-ii,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|south-haven,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MO|south-iron-co-r-i,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,33.7,33.7%,43
MN|south-koochiching-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NY|south-kortright-central-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ID|south-lemhi-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NY|south-lewis-central-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IN|south-newton-school-corp,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IA|south-o-brien-comm-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AR|south-pike-county-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|south-platte-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IN|south-ripley-com-sch-corp,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|south-routt-school-district-no-re-3,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
UT|south-sanpete-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WI|south-shore-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|south-stacey-elem,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,44.4,44.4%,43
MS|south-tippah-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ND|south-valley-special-ed-unit,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OR|south-wasco-county-sd-1,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
SD|southeast-area-cooperative,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AK|southeast-island-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|southeast-ks-education-serv-center,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IA|southeast-valley-community-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IN|southeastern-career-center,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IL|southeastern-cusd-337,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|southern-cloud,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|southern-humboldt-joint-unified,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,31.6,31.6%,43
MO|southern-reynolds-co-r-ii,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CA|southern-trinity-joint-unified,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|southern-valley-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
VA|southside-l-i-n-k-project-brunswick-co,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ME|southwest-harbor-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|southwest-plains-regional-svc-ctr,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AK|southwest-region-school-district,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,35.3,35.3%,43
ND|southwest-special-ed-unit,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IL|sparta-cusd-140,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|spearman-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|spearville,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WI|spooner-area-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WA|sprague-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
OR|spray-sd-1,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,36.1,36.1%,43
MT|spring-creek-elem,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WI|spring-valley-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NM|springer,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MN|springfield-public-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
CO|springfield-school-district-no-re-4,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|springlake-earth-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IN|springs-valley-com-school-corp,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|spur-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|spurger-isd,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IA|st-ansgar-comm-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NE|st-edward-public-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
IL|st-elmo-cusd-202,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|st-francis-comm-sch,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
ND|st-john-3,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|st-john-hudson,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
AZ|st-johns-unified-district-4153,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|st-regis-k-12-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MN|st-croix-river-education-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MN|st-james-public-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
WA|st-john-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
KS|stafford,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
NY|stamford-central-school-district,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
TX|stamford-isd,Tier 1,"Tier 1: K-12 Rural Remote, >30% SAIPE",Locale 43 and SAIPE ≥ 30%,32.6,32.6%,43
MO|stanberry-r-ii,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
MT|stanford-k-12-schools,Tier 2,Tier 2: K-12 Rural Remote / SAIPE Unknown,Locale 43 and SAIPE not known,,,43
