Fiscal Year,State Name,County,Congressional District,Program Area,Program,Zip Code,Persistent Poverty Community Status,Borrower Name,Project Name,Investment Type,City,Lender Name,Funding Code,NAICS Industry Sector,County FIPS,NAICS National Industry Code,NAICS National Industry,Portfolio Type,Project Announced Description,Investment Dollars,Number of Investments,State Abbr,Award Type,Has Description
2023,Kentucky,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Union Commonwealth University,KY0763-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip 5 hub sites and 4 end-user sites throughout Knox & Whitley counties in southeast Kentucky with live, interactive video conferencing technology. Instructors at Union College in Knox County, Kentucky will deliver RN-to-BSN & Pre Licensure-to-BSN courses to 4 locations benefitting 1,024 students and 110 faculty in rural Kentucky communities. This project will also benefit an estimated 11,660 rural residents in Corbin and Barbourville, KY. Addi",787400,1,KY,DL + TM,Yes
2023,Louisiana,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"Acadiana Planning Commission, Inc.",LA0749-A,Grant Funds,,Not Applicable,DLT CONGRESSIONALLY DIRECTED SPENDING - GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip two hub/end-user sites and 15 end-user sites throughout Evangeline Parish in Central Louisiana with mobile telehealth carts. Medical professionals at Public Parish Health Unit in Evangeline Parish will deliver primary medical care and mental health services to 16 locations benefitting 33,500 residents. Additional Funding: Districts: [LA 04] Representatives: Johnson, Mike (LA 04) Senators: Kennedy, John (LA), Cassidy, Bill (LA) States/Count",400000,1,LA,DL + TM,Yes
2023,Louisiana,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Access Health Louisiana,LA0734-D,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development Investment will be used to equip two hub sites and 17 end users throughout Rapides, St. Charles, Avoyelles, Grant, LaSalle and Natchitoches parishes in Louisiana with telemedicine carts. Medical professionals at Access Health will provide primary care and mental health services, including SUD and OUD with a focus on 17 SBHC end user sites in 17 public/charter schools located in rural communities of Central Louisiana benefitting 22,822 individuals. Additional Funding: $102,",676817,1,LA,DL + TM,Yes
2023,Louisiana,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Citizens Medical Center,LA0748-A,Grant Funds,,Not Applicable,DLT GRANTS - SUBSTANCE USE DISORDER - MEDICAL,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip 1 hub site and 1 end-user site throughout Orleans and Caldwell parishes in Loiusiana with telemedicine equipment. Medical professionals at Ochsner Medical Center in Orleans Parish, Louisiana will deliver stroke, intensive, and psychiatric care services to 1 location benefitting 9,500 individuals. Additional Funding: $90,850.00 Applicant Contribution Districts: [LA 01, LA 05] Representatives: Scalise, Steve (LA 01), Letlow, Julia (LA 05) Sen",514964,1,LA,DL + TM,Yes
2023,Louisiana,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Southern University Agricultural & Mecha,LA0743-C,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip 1 hub site and 18 end-user sites throughout Madison, Claiborne, Tensas, Catahoula, Union, Evangeline, Iberville, Winn, West Feliciana, Natchitoches, Caldwell, Tangipahoa, Richland, De Soto, Ouachita, Washington, Franklin, and East Baton Rouge parishes in Louisiana with distance learning equipment and technology. Instructors at Southern University Agricultural & Mechanical College in East Baton Rouge Parish, Louisiana will deliver opioid abu",433655,1,LA,DL + TM,Yes
2023,Louisiana,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Southeastern Louisiana University,LA0735-B,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip 3 hub sites and 10 end-user sites throughout Tangipahoa, St. Tammany, St. Helena, Washington, and Livingston parishes in Louisiana with telehealth carts, peripherals (Otoscope, stethoscope), and portable telehealth kits. Medical professionals at Hood Memorial Hospital in Amite City and St. Tammany Parish Hospital in Covington, Louisiana will provide telehealth care to their patients, while Southeastern in Hammond will provide mental health ",651207,1,LA,DL + TM,Yes
2023,Maine,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Northern Light Home Care & Hospice,ME0779-B,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip eight hub/end user sites throughout Aroostook, Hancock, Somerset, Penobscot, Kennebec, and Cumberland counties in Maine with telehealth equipment. Medical professionals from Northern Light Home Care & Hospice will deliver home care and hospice services 8 sites benefitting 5,931 individuals. Additional Funding: $99,000.00 Applicant Contribution Districts: [ME 02, ME 01] Representatives: Golden, Jared (ME 02), Pingree, Chellie (ME 01) Senator",614700,1,ME,DL + TM,Yes
2023,Maine,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Western Foothills Reg. School Unit #10,ME0758-C,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip 16 hub/end-user sites throughout Oxford and Franklin counties in southwestern Maine with interactive video-conferencing equipment. Instructors at Regional School Unit 10 in Oxford and Franklin counties in Maine will deliver expanded course offerings and mental health services to 16 locations benefitting 2,935 students. Additional Funding: $159,582.00 Applicant Contribution Districts: [ME 2] Representatives: Golden, Jared (ME 2) Senators: Co",982191,1,ME,DL + TM,Yes
2023,Michigan,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Elkton-Pigeon-Bay Port Laker Schools,MI0749-B,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip eight hub sites and seven end-user sites throughout Huron & Clare counties in northeast Michigan with distance learning equipment. Instructors at Laker Schools, Huron Area Technical Center, Tom Smaglinski and Sons Farm, Mid Michigan Community College, and FFA Alumni Association Barn in Huron and Clare counties will deliver college courses, Spanish courses, cultural exchanges, and virtual field trips to seven locations. Additional Funding: $",747123,1,MI,DL + TM,Yes
2023,Michigan,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Gogebic Community College,MI0754-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip two hub sites and seven end-user sites throughout Gogebic, Houghton, Ontonagon, and Baraga counties in Northwestern Michigan with technology-enhancing classroom equipment for a designated learning space. Instructors at Gogebic Community College in Gogebic County, Michigan and Gogebic Community College - Copper Counter Center in Houghton County, Michigan will deliver introductory-level computer science, healthcare program, other degree progr",110739,1,MI,DL + TM,Yes
2023,Minnesota,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,East Central Minnesota Educ. Cable Coop.,MN0725-E,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip16 hub/end-user sites throughout Chisago, Douglas, Isanti, Kanabec, Mille Lacs, Pine and Stearns counties in Central Minnesota with high quality video equipment designed to support fully interactive teaching and learning. Instructors from several school districts and Community and Technical College in Chisago, Douglas, Isanti, Kanabec, Mille Lacs, Pine and Stearns counties in Minnesota will deliver high school and college credit courses in w",187206,1,MN,DL + TM,Yes
2023,Minnesota,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"Warren Community Hospital, Inc.",MN0750-A,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip one hub site and two end-user sites throughout Marshall County in northwestern Minnesota with telehealth platform equipment. Medical professionals at North Valley Health Center in Marshall County, Minnesota will deliver clinic-based medical services to two locations. Additional Funding: $148,000.00 Applicant Contribution Districts: [MN 07] Representatives: Fischbach, Michelle (MN 07) Senators: Klobuchar, Amy (MN), Smith, Tina (MN) States/Co",837000,1,MN,DL + TM,Yes
2023,Mississippi,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Benton County School District,MS0761-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip four hub sites and five end-user sites throughout Benton County in Mississippi with tele-video and tele-educational equipment to implement interactive distance learning systems in end-user school classrooms. This will allow students to connect in real-time to special educators, counselors, and other remote classrooms. Instructors at Benton County School District facilities in will deliver virtual enhanced learning in dual credit classes",822984,1,MS,DL + TM,Yes
2023,Mississippi,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Covington County Hospital,MS0763-A,Grant Funds,,Not Applicable,DLT CONGRESSIONALLY DIRECTED SPENDING - GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip three hub sites and three hub/end user sites throughout Covington County in southcentral Mississippi with telemedicine devices. Medical professionals at Covington County Hospital in Covington County, Mississippi will deliver medical care, mental health care and substance abuse treatment at locations potentially benefiting 19,000 people. Additional Funding: Districts: [MS 03] Representatives: GUEST, MICHAEL (MS 03) Senators: Hyde-Smith, Cin",1000000,1,MS,DL + TM,Yes
2023,Mississippi,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Holmes County Consolidate Sch Dst,MS0741-B,Grant Funds,,Not Applicable,DLT GRANTS - SUBSTANCE USE DISORDER - EDUCATIONAL,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip nine end-user sites in Holmes County, Mississippi with advanced tele-presence hardware. Instructors with the Holmes County Consolidated School District will provide live streaming and on demand content for distance learning and telemedicine needs as well as functional content software. Additional Funding: $145,000.00 Applicant Contribution Districts: [MS 02] Representatives: Thompson, Bennie G. (MS 02) Senators: Hyde-Smith, Cindy (MS), Wick",933834,1,MS,DL + TM,Yes
2023,Mississippi,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Jefferson Davis County School District,MS0736-B,Grant Funds,,Not Applicable,DLT GRANTS - SUBSTANCE USE DISORDER - EDUCATIONAL,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip one hub site and six end-user sites throughout Jefferson county in Mississippi. Instructors at Jefferson Davis County School District in Mississippi will deliver content, instruction, and services from program partners, educational institutions, mental health providers, and resources to seven locations. Additional Funding: $96,815.00 Applicant Contribution Districts: [MS 03] Representatives: EZELL, MIKE (MS 03) Senators: Hyde-Smith, Cindy (",642229,1,MS,DL + TM,Yes
2023,Mississippi,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Magee General Hospital,MS0764-A,Grant Funds,,Not Applicable,DLT CONGRESSIONALLY DIRECTED SPENDING - GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip one hub/end-user site and 13 end-user sites throughout Simpson and Smith County in southcentral Mississippi with telemedicine devices. Medical professionals at Magee Benevolent Association Inc dba Magee General Hospital in Simpson County, Mississippi will deliver medical care, mental health care and substance abuse treatment at locations potentially benefiting over 27,000 people. Additional Funding: Districts: [MS 03] Representatives: GUES",1000000,1,MS,DL + TM,Yes
2023,Mississippi,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Marshall County School District,MS0762-A,Grant Funds,,Not Applicable,DLT GRANTS - SUBSTANCE USE DISORDER - EDUCATIONAL,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip nine hub/end-user sites throughout Marshall County in northern Mississippi with interactive videoconferencing technology. Instructors at Marshall County Central Office; Career and Technical Center; Byhalia Elementary, Middle, and High Schools; H.W. Byers Elementary and High Schools; Potts Camp High School; Galena Elementary; and Mary Reid Elementary School in Marshall County, Mississippi will deliver educational and career development resou",205571,1,MS,DL + TM,Yes
2023,Mississippi,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Simpson General Hospital,MS0765-A,Grant Funds,,Not Applicable,DLT CONGRESSIONALLY DIRECTED SPENDING - GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip four hub sites and one hub/end-user site throughout Simpson and Rankin counties in southcentral Mississippi with telemedicine devices. Medical professionals at Simpson Community Healthcare Inc. dba Simpson General Hospital in Simpson County, Mississippi will deliver medical care, mental health care and substance abuse treatment at locations potentially benefiting 25,950 people. Additional Funding: Districts: [MS 03] Representatives: GUEST,",1000000,1,MS,DL + TM,Yes
2023,Missouri,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Bates County Memorial Hospital,MO0746-B,Grant Funds,,Not Applicable,DLT GRANTS - SUBSTANCE USE DISORDER - MEDICAL,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip one hub site and five end-user sites throughout Bates County, Missouri with Tela Doc Health Robots, tablets, and software. Medical professionals at Bates County Memorial Hospital in Bates County, Missouri will deliver robust medical services to five locations. Additional Funding: $130,100.00 Applicant Contribution Districts: [MO 04] Representatives: Alford, Mark (MO 04) Senators: Hawley, Josh (MO), Schmitt, Eric (MO) States/Counties: MO/Bat",867621,1,MO,DL + TM,Yes
2023,Missouri,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,North Central Missouri College,MO0760-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip one hub/end-user site at the main campus of North Central Missouri College (NCMC) in Grundy County, Missouri with distance learning classroom equipment. Instructors at NCMC will be able to deliver mathematics, science, liberal arts, criminal justice, and other courses to multiple external remote locations in its service area. Additional Funding: $121,090.00 Applicant Contribution Districts: [MO 06] Representatives: Graves, Sam (MO 06) Senat",807266,1,MO,DL + TM,Yes
2023,Missouri,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,The Curators of the University of Missou,MO0706-C,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip four hub sites, three hub/end-user sites and 13 end-user sites with computer, video and support equipment throughout the following Missouri counties: Boone, Jackson, St. Louis, New Madrid, Lawrence, Gentry, Crawford, Knox, Linn, Howard, Grundy, St. Genevieve, Perry, Morgan, Dallas, and Howell & Hickory. Instructors at the University of Missouri system sites in Boone, Jackson and St. Louis counties in Missouri will deliver Scientific, Techni",552508,1,MO,DL + TM,Yes
2023,Missouri,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Thayer R-II School District,MO0759-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip six hubs/end-user sites throughout Oregon County and Shannon county in the southern portion of Missouri with mobile distance learning carts and telemedicine equipment. This investment will provide students access to more course offering and allow advanced students access to more rigorous courses. Further, the technology will facilitate health care access for students at Couch K12 school which will address the lack of providers in the area.",289369,1,MO,DL + TM,Yes
2023,Missouri,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Washington County Memorial Hospital,MO0761-A,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development Investment will be used to equip one end user site and five Hub/end user sites throughout Washington County, Missouri, with mounted stationary telehealth stations, Spectralink Versity 92, and interactive whiteboards and web cameras. Medical professionals at SCP-Health in Atlanta, Georgia; Missouri Telehealth Network in Columbia, Missouri; and BHR Worldwide in St. Louis, Missouri will use telemedicine to provide staff and provider support for mental health care, substance a",673803,1,MO,DL + TM,Yes
2023,Montana,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"Interbel Telephone Cooperative, Inc.",MT0743-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip four hub/end-user sites throughout Lincoln County in northwest Montana with audio/visual hardware, software and inside wiring upgrades. Instructors at the Montana Digital Academy at the University of Montana in Missoula will deliver foreign language, scientific, criminology, AP studies, and college level courses to four locations. Additional Funding: $32,672.00 Applicant Contribution Districts: [MT 01] Representatives: Zinke, Ryan (MT 01) S",185144,1,MT,DL + TM,Yes
2023,Nebraska,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Educational Service Unit 16 (ESU #16),NE0718-F,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip three hub sites and 29 end-user sites throughout Arthur, Chase, Custer, Duel, Dundy, Frontier, Furnas, Grant, Hayes, Hitchcock, Hooker, Kieth, Lincoln, Logan, McPherson, Perkins, Red Willow, and Thomas counties in west-central Nebraska with video conferencing equipment. Administrators and instructors throughout Nebraska's Educational Services Unit 16 will share staff and resources including mental health services to deliver educational cour",907409,1,NE,DL + TM,Yes
2023,Nevada,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"Nevada Health Centers, Inc.",NV0711-B,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip 11 hub sites and nine end-user sites throughout Elko, Storey, Nye, and Lander counties in northern and southern Nevada with improvements and expansion of hardware and software including Telehealth carts. Medical professionals at Nevada Health Centers in Clark County, Nevada will deliver primary care, registered dieticians, certified diabetes educators, pediatricians, internal medicine providers, and behavioral health providers, including su",417468,1,NV,DL + TM,Yes
2023,New Hampshire,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,University of New Hampshire,NH0712-E,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip two hub sites and five end-user sites throughout Stafford, Sullivan, Carroll & Grafton counties in eastern & western New Hampshire and Kennebec County in central Maine with video conferencing and virtual reality tele rehabilitative equipment. Medical professionals at University of New Hampshire Telehealth Practice Center in Stafford County, New Hampshire will deliver virtual reality-based tele rehabilitation to five locations benefitting 69",93429,1,NH,DL + TM,Yes
2023,New Jersey,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"Rutgers, The State University",NJ0701-B,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip two hub sites and two end-user sites throughout Burlington, Cumberland, and Middlesex counties in southern New Jersey with state-of-the-art distance learning equipment. Instructors at the Rutgers Food Innovation Center at the New Jersey Agricultural Experiment Station in Cumberland County; Rutgers Agricultural Research and Extension Center in Cumberland County; Phillip E. Marucci Center for Blueberry and Cranberry Research and Extension in ",232378,1,NJ,DL + TM,Yes
2023,New Mexico,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Western New Mexico University,NM0705-D,Grant Funds,,Not Applicable,DLT CONGRESSIONALLY DIRECTED SPENDING - GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip five hub/end-user sites throughout Grant and McKinley Counties in western New Mexico with distance learning equipment. Training will focus on three primary categories which include: digital storytelling, business analytics and technologies, and online teaching and learning. This project is expected to benefit 1,390 students. Additional Funding: Districts: [NM 02, NM 03] Representatives: Leger Fernandez, Teresa (NM 03), Vasquez, Gabe (NM 02",500000,1,NM,DL + TM,Yes
2023,New Mexico,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Santa Teresa Children's Night Clinic,NM0726-B,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip six hub sites and five end-user sites throughout Dona Ana, Socorro, and Torrance Counties in New Mexico with AMD telemedicine patient assessment terminals. Health Professionals at Santa Teresa Children's Night Clinic will deliver primary care, mental health services, women's health services, and medically relevant education to five locations benefiting 14,237 individuals. Additional Funding: $71,500.00 Applicant Contribution Districts: [NM ",474739,1,NM,DL + TM,Yes
2023,New York,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Bassett Medical Center,NY0701-C,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip one hub site and six end-user sites throughout Otsego, Herkimer, Schoharie, and Delaware Counties in rural parts of central New York and the northernmost part of the Appalachian region with on-site carts that will use peripheral devices to allow for a detailed physical. Medical professionals at Bassett Medical Center in Otsego County in New York will deliver Tele-ICU to six locations benefiting 914 individuals. Additional Funding: $84,944.0",481343,1,NY,DL + TM,Yes
2023,New York,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Board of Cooperative Educational Service,NY0726-K,Grant Funds,,Not Applicable,DLT GRANTS - SUBSTANCE USE DISORDER - EDUCATIONAL,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip two hub/end-user sites throughout Delaware County in the Catskill Mountains of New York with Cisco WebEx Room Kit Plus and Cisco WebEx Mini. This project will connect students and staff to nearly 700 distance courses and professional development opportunities to two locations benefiting 1,052 students. Additional Funding: $11,156.00 Applicant Contribution Districts: [NY 19] Representatives: Molinaro, Marc (NY 19) Senators: Gillibrand, Kirst",74246,1,NY,DL + TM,Yes
2023,New York,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Finger Lakes Community College,NY0749-A,Grant Funds,,Not Applicable,DLT GRANTS - SUBSTANCE USE DISORDER - EDUCATIONAL,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip three hub sites, 13 hub end-user sites, and eight end-users in Ontario, Seneca, Wayne, and Yates Counties in New York with distance learning equipment and technology. The sites will be equipped with dedicated classrooms, mobile classrooms, and/or huddle rooms. Mental Health professionals will deliver mental health preventive education and counseling, and substance abuse prevention education and counseling, while educators will also deli",966337,1,NY,DL + TM,Yes
2023,New York,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Livingston County,NY0748-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip one hub/end user site in Livingston County in New York with a state-of-the-art, cloud-based Learning Management System. Instructors at Livingston County Center for Nursing and Rehabilitation in Livingston County New York will deliver instructional programming focused on general and geriatric healthcare, mental health and more to individuals at various locations benefiting 65,393 residents. Additional Funding: $14,330.00 Applicant Contributi",95519,1,NY,DL + TM,Yes
2023,New York,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Paul Smith'S College Of Arts And Science,NY0750-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip three hub sites and 20 end-user sites throughout Clinton, Essex, Franklin, and St. Lawrence Counties in northern New York State with teleconferencing equipment.Through distance learning, teachers at high schools participating in Paul Smith's College's Advanced Studies program will receive certification training, professional development, and instructional support to deliver college-level courses at their schools.This project will as",193438,1,NY,DL + TM,Yes
2023,New York,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"Southern Tier Health Care System, Inc.",NY0744-F,Grant Funds,,Not Applicable,DLT GRANTS - SUBSTANCE USE DISORDER - EDUCATIONAL,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip three hub/end-user sites (two new fixed sites and three non-fixed sites) in Cattaraugus County in southwestern New York. This project will provide training opportunities for healthcare professionals to better address opioid and substance use disorders and mental health care. The project will increase training to approximately 3,000 personnel, benefiting 16,268 individuals. Additional Funding: $18,063.00 Applicant Contribution Districts: [N",120348,1,NY,DL + TM,Yes
2023,North Carolina,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Cherokee County Board Of Education,NC0754-A,Grant Funds,,Not Applicable,DLT GRANTS - SUBSTANCE USE DISORDER - EDUCATIONAL,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip two hub sites and 17 hub/end-user sites throughout Cherokee County, North Carolina, and in Towns and Union counties in Georgia, as well as Bradley County in Tennessee with both distance learning and telemedicine systems. Instructors in the eight high schools will deliver and share Career Technical Education instruction to connect medical professionals, therapists, and counselors with our students and their families in order to provide menta",499891,1,NC,DL + TM,Yes
2023,North Carolina,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"Daymark Recovery Services, Inc",NC0734-B,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,This Rural Development investment will be used to equip five hub sites and 18 end-user sites throughout 21 counties in rural North Carolina with telehealth carts. This project will expand and improve access and quality of care to patients by better equipping their physicians to provide additional and improved telehealth services in the areas of both mental health and substance abuse (including opioid addiction). Daymark found that use of telepsychiatry to treat underserved counties in the re,471484,1,NC,DL + TM,Yes
2023,North Carolina,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Edgecombe County Schools,NC0738-D,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to equip 10 hub/end-user sites throughout Edgecombe County in eastern North Carolina with HIPAA-compliant telemedicine stations. Medical professionals and counselors in Edgecomb County, North Carolina will deliver mental health care instruction and provision to 10 locations benefiting 3,875 individuals. Additional Funding: $149,751.00 Applicant Contribution Districts: [NC 01] Representatives: Davis, Don (NC 01) Senators: Tillis, Thom (NC), Budd, Ted",685357,1,NC,DL + TM,Yes
